DateTime,Vin,Vout,Freq,Load,Capacity,BatteryVolt,CellVolt,Temp,ups_name
06/06/2025 08:10:51,225,220,59.9,026,,272.8,,25,UPS_9F
06/06/2025 09:10:51,226,220,60.0,025,,272.5,,24,UPS_9F
