DateTime,Vin,Vout,Freq,Load,Capacity,BatteryVolt,CellVolt,Temp,ups_name
06/09/2025 08:11:28,226,220,59.9,025,,272.8,,25,UPS_9F
06/09/2025 09:11:29,227,220,59.9,025,,272.5,,25,UPS_9F
