DateTime,Vin,Vout,Freq,Load,Capacity,BatteryVolt,CellVolt,Temp,ups_name
06/09/2025 07:52:05,224,230,59.9,024,,271.8,,27,UPS_3F
06/09/2025 08:52:06,222,230,59.9,024,,271.8,,27,UPS_3F
