Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp
05/20/2025,09:49:04,221,230,271.8,60.0,60.0,023,23
05/20/2025,10:49:04,221,230,271.8,59.9,60.0,024,23
