DateTime,Vin,Vout,Freq,Load,Capacity,BatteryVolt,CellVolt,Temp,ups_name
06/06/2025 07:51:39,223,230,59.9,023,,272.2,,27,UPS_3F
06/06/2025 08:51:39,221,229,60.0,024,,272.2,,27,UPS_3F
