DateTime,Vin,Vout,Freq,Load,Capacity,BatteryVolt,CellVolt,Temp,ups_name
06/06/2025 07:57:19,224,230,59.9,018,,272.5,,20,UPS_7F
06/06/2025 08:57:19,222,230,60.0,019,,272.5,,20,UPS_7F
