Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp
05/20/2025,10:07:13,224,220,272.2,59.9,60.0,025,24
05/20/2025,11:07:14,224,220,272.5,59.9,60.0,027,24
