Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp
05/21/2025,13:07:29,224,220,272.5,59.9,60.0,026,24
05/21/2025,14:07:29,225,220,272.5,59.9,60.0,026,24
