Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp
05/15/2025,07:48:58,224,230,272.2,59.9,60.0,024,23
05/15/2025,08:48:58,220,230,272.2,60.0,60.0,023,23
